종목코드,종목명,종가,RIM비교,만능비교,RIM80,RIM90,RIM100,만능80,만능90,만능100,기관평균,배당성향_당기,배당성향_1Y,배당성향_2Y,배당성향_3Y,배당수익률_당기,배당수익률_1Y,배당수익률_2Y,배당수익률_3Y,매출액증가율_1Y,매출액증가율_2Y,매출액증가율_3Y,매출액증가율_4Y,매출액증가율_5Y,영업이익증가율_1Y,영업이익증가율_2Y,영업이익증가율_3Y,영업이익증가율_4Y,영업이익증가율_5Y,ROE_당기,ROE_4Q,ROE_1Y,ROE_2Y,ROE_3Y,ROE_4Y,ROE_5Y,ROA_당기,ROA_1Y,ROA_2Y,ROA_3Y,ROA_4Y,ROA_5Y,매출_당기,매출_4Q,매출_1Y,매출_2Y,매출_3Y,매출_4Y,매출_5Y,순이익_당기,순이익_4Q,순이익_1Y,순이익_2Y,순이익_3Y,순이익_5Y,순차입금비율_1Y,순차입금비율_2Y,순차입금비율_3Y,이자보상배율_1Y,이자보상배율_2Y,이자보상배율_3Y,잉여현금흐름_1Y,잉여현금흐름_2Y,잉여현금흐름_3Y,총현금흐름_1Y,총현금흐름_2Y,총현금흐름_3Y,총투자_1Y,총투자_2Y,총투자_3Y,영업현금_1Y,영업현금_2Y,영업현금_3Y,투자현금_1Y,투자현금_2Y,투자현금_3Y,재무현금_1Y,재무현금_2Y,재무현금_3Y,기말현금및현금성자산_1Y,기말현금및현금성자산_2Y,기말현금및현금성자산_3Y,현금및현금성자산의증가_1Y,현금및현금성자산의증가_2Y,현금및현금성자산의증가_3Y,거래량_10D평균,주가증감_1D,주가증감_5D,주가증감_10D,주가증감_30D,개인매매_최근,개인매매_5D합,개인매매_10D합,개인매매_30D합,기관매매_최근,기관매매_5D합,기관매매_10D합,기관매매_30D합,외국인매_최근,외국인매매_5D합,외국인매매_10D합,외국인매매_30D합,외국인보유율_최근,외국인보유율증감_5D,외국인보유율증감_10D,외국인보유율증감_30D,소속,업종,핵심요약,설명1,설명2
042660,대우조선해양,27800,고가,고가,25979,20971,14075,-2084,-2344,-2605,31075,,,,,,,,,-15.9,-13.3,-13.1,-13.4,-17.0,-47.6,-71.4,39.8,,,4.2,-1.6515895580253297,2.27,-1.22,9.53,28.12,-279.57,1.6,0.8,-0.4,2.74,4.87,-16.44,66768,65870,70302,83587,96444,111018,128192,1692,-639,866,-465,3447,-27341,32.3,13.2,71.7,1.1,1.7,5.6,-1666,5226,30434,2993,4425,10276,4659,-801,-20159,-4585,25421,7251,1378,-4845,-132,-3081,-3951,-5659,13436,20122,3512,-6687,16610,1454,382740.8,1.46,-2.28,5.9,5.3,27121,488347,268237,517992,7049,-155377,-26013,-13312,-18866,-352667,-317165,-596971,8.75,-0.24,-0.23,-0.51,코스피 운수장비,FICS  조선,원가경쟁력 개선을 통한 수주기회 확대,"동사는 종합 조선/해양 전문회사로서 사업부문은 선박, 해양사업, 건설사업, 기타사업(에너지, 식품사업, 풍력사업, 서비스사업, 해상화물운송사업 등)으로 구성되어 있음. 선박, 해양산업은 막대한 시설자금의 투입이 수반되는 기간산업으로 자본집약적이며 선박 및 해양 제품의 건조는 노동집약적 특성을 지니고 있음. 도크별 생산 전문화, 자회사별 생산 전문화, 사외 권역별 생산운영전략 및 안벽 운영방안 수립 등 최적 생산체계를 구축함.","2020년 9월 전년동기 대비 연결기준 매출액은 13% 감소, 영업이익은 179.3% 증가, 당기순이익은 500.4% 증가. 고부가가치선박 신조선 시장을 선도하고 있으며 앞으로도 원천 설계 경쟁력을 기반으로 한 기술적 우위, 지속적인 생산성 향상 활동을 추진할 계획. COVID-19 사태로 해외 영업이 제한되나, 동남아, 서남아, 중동 시장에서 당사 주력 수출 품목인 호위함, 잠수함에 대한 영업활동을 지속하고 있음."
010130,고려아연,405500,고가,고가,378192,383965,394592,245347,276015,306683,537083,,46.27,39.09,36.86,,3.74,3.29,2.54,13.3,-2.7,4.4,12.8,22.6,11.4,5.3,-14.5,17.0,13.8,9.2,8.766392148985624,8.37,9.76,8.64,10.96,11.18,7.7,7.04,8.48,7.5,9.38,9.6,83880,78990,75819,66948,68833,65967,58475,6601,6110,5730,6329,5274,5924,,,,538.8,573.5,726.2,-1326,2818,4464,9137,8688,7905,10463,5871,3441,4565,6927,8883,-5476,-4739,-6497,-1714,-1909,-1829,4256,6895,6561,-2640,334,592,55436.433333333334,0.12,0.0,0.87,-1.93,-88,-3395,-7364,513,-6793,-24949,-22016,30513,6527,26878,5686,-66006,22.41,0.1,0.04,-0.32,코스피 철강및금속,FICS  금속 및 광물,전방수요 위축 속에서도 외형 성장,"동사는 종합비철금속 제련회사로서 1974년 8월 1일에 설립되었으며, 1990년 7월 28일 기업공개 실시함. 아연, 연, 금, 은, 동 등을 제조 및 판매하는 종합비철금속제련회사로 비철금속을 제련하는 사업을 영위하고 있음. 비철금속 산업은 철강업과 함께 대표적인 국가 기간산업이며, 최근에는 원자재로서 중요성이 더욱 커지고 있는 산업으로 지속적으로 발전해 나가고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 7.2% 증가, 영업이익은 1.2% 증가, 당기순이익은 14.7% 감소. 주요 제품인 아연과 연의 가격 하락에도 불구하고 중국을 중심으로 전방산업 시황이 개선되고 은 가격이 상승함에 따라 매출액이 증가하였음.  아연 수급은 초과공급을 보이고 있음. 중국의 경기지표 개선 및 인프라 투자에도 코로나19의 장기화와 재확산 소식으로 수요 위축은 지속되고 있음."
003490,대한항공,27250,고가,고가,11457,13151,16790,-2227,-2505,-2783,34111,,,,-14.27,,,,0.75,-38.6,-4.8,7.6,3.1,1.6,-38.2,-73.8,-28.6,-16.2,26.9,-1.35,14.726337127709341,-7.22,-22.09,-5.05,29.37,-27.24,-0.11,-0.88,-2.36,-0.64,3.3,-2.31,79937,69778,76062,123843,130116,120922,117319,-607,4722,-2115,-6291,-1685,-5649,409.9,549.1,441.7,0.2,0.3,1.2,18247,-7941,5670,20650,22316,23590,2403,30257,17919,13767,22879,27926,-27,-15492,-6579,-8581,-14472,-14075,13146,8163,15040,4983,-6877,7427,2120534.8666666667,0.18,-2.85,-6.03,-4.39,13526,1299246,2372000,3102488,111196,-134505,-285520,-729658,-147643,-1193942,-2214337,-2397088,10.51,-0.19,-0.78,-0.84,코스피 운수창고,FICS  항공운수,"외형 축소, 수익성 증가","동사는 항공운송사업을 주요 사업으로 영위하고 있으며, 국내 13개 도시와 해외 43개국 111개 도시에 여객 및 화물 노선을 보유하고 있음. 항공운송사업은 각 노선별 수요 변동 및 항공사 동향을 고려한 탄력적 공급 조정을 실시. 화물 사업은 우편물, 신선화물, 생동물, 의약품 등 고수익 품목의 영업을 확대해 수익 제고할 계획. 2019년 보스톤, 아사히카와 신규노선 개설 등 Network를 지속 확장중임.","2020년 9월 전년동기 대비 연결기준 매출액은 39.6% 감소, 영업이익 적자전환, 당기순손실은 10.4% 감소. 코로나19 영향으로 여객 매출이 큰폭으로 감소하였으나, 화물기 가동률 제고, 화물 전용 여객기 운영 등의 대체 전략을 적극 구사하여, 화물 부문 매출을 제고한 결과 영업 손실을 최소화 함. 현대카드와 협력하여 국내 최초로 PLCC 항공사 신용카드를 출시하여 수익 기반을 확대하였음. "
003380,하림지주,9300,저가,고가,15588,14029,11566,1501,1689,1876,12000,,6.9,6.79,7.84,,0.55,0.58,0.87,5.1,-0.1,6.1,11.9,21.2,15.5,-13.7,-23.6,3.1,28.4,4.1,,3.18,3.24,6.36,14.34,21.75,1.6,1.93,1.13,2.57,4.73,5.33,80350,,77233,73503,73571,69343,61965,730,,547,556,964,1748,110.6,98.1,87.5,2.9,2.1,2.8,-1273,-5809,-2482,6298,5495,5723,7571,11304,8205,6703,4341,1671,-6696,-5159,-6486,1668,53,6524,7229,5652,6334,1577,-682,1714,627000.3666666667,-2.41,2.54,2.88,6.77,84585,112340,248786,73987,-10829,13124,-51771,181279,-81283,-110258,-120920,-172647,4.62,-0.2,-0.23,-0.18,코스닥 금융,FICS  식료품,매출 증가 및 순이익 상승,"동사는 1950년 설립되어 별도의 사업을 영위하지 않는 순수지주회사의 성격을 취하고 있으며, 2017년 코스닥시장에 상장함.  주요 수입원은 자회사 등으로부터 받는 배당수익, 상표권 사용수익, 소유 건물의 임대를 통한 임대수익 등임.  국내법인 53개 및 해외법인 39개의 계열회사를 보유하고 있으며, 이 중 상장사는 당사를 포함하여 (주)하림, (주)선진, (주)팜스코, (주)엔에스쇼핑, 팬오션(주) 총 6개사임.","2020년 9월 전년동기 대비 연결기준 매출액은 4.5% 증가, 영업이익은 1.7% 감소, 당기순이익은 10% 증가. 육계 산지 평균 구매가격 시세는 전년 동기대비 198원 하락하였으며, 원종계 및 육용종계 입식수의 수급 불균형과 경쟁사의 육계 과다공급으로 인해 시장가격이 저가에 형성된 것이 주요 원인임.  전년 동기대비 영업이익은 소폭감소하였으나, 영업외비용 절감에 힘입어 순이익은 상승함. "
051900,LG생활건강,1570000,고가,고가,406924,488762,674848,695310,782224,869138,2003684,,23.12,23.7,22.72,,0.68,0.87,0.84,2.1,13.9,10.5,0.2,14.4,3.8,13.2,11.7,5.6,28.8,17.75,16.999579478553407,17.92,20.32,20.98,21.94,24.87,12.69,12.23,13.39,13.77,13.32,13.29,86473,80090,78445,76854,67475,61051,60941,9059,8085,7976,7781,6827,5682,,,1.9,97.6,84.8,102.5,2724,2424,3068,11477,11001,9100,8753,8576,6032,10048,11396,8171,-7459,-4614,-4303,-4657,-4294,-3780,4341,6471,3966,-2130,2505,104,33898.566666666666,-0.51,3.02,3.43,-1.88,86,-33881,-30290,55665,-1337,-432,1359,-37507,1303,34542,29076,-19515,45.82,0.2,0.25,-0.08,코스피 화학,FICS  개인생활용품,화장품 라인업 확대,"당사는 2001년 4월 주식회사 LG화학에서 분할 신설되어 동월 유가증권시장에 상장하였으며, 화장품 및 생활용품, 음료 등을 제조, 판매하는 사업을 영위하고 있음. 궁중 브랜드 '후', 천연발효 브랜드 '숨', 피부과학 브랜드 '오휘', 허브 브랜드 '빌리프'와 같은 경쟁력 있는 럭셔리 브랜드를 보유하고 있음. 주요 종속회사인 코카콜라음료(주)는 비알콜성음료를 제조, 판매하는 사업을 하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 1.4% 증가, 영업이익은 3.1% 증가, 당기순이익은 2% 증가. COVID-19 영향으로 인파가 몰리는 오프라인 채널에서의 판매가 위축되는 반면, 마스크, 핸드워시, 새니타이져 등 개인위생용품과 온라인을 통한 판매가 증가. 더마화장품 및 퍼스널케어 사업 글로벌 경쟁력 강화를 위해 피지오겔 브랜드의 아시아퍼시픽 및 북미 지역 사업권 취득하는 계약 체결하였으며, 현재 자산인수 완료."
042670,두산인프라코어,10750,고가,고가,10560,10392,10095,6363,7158,7954,10380,,,,,,,,,-3.1,5.9,17.7,14.6,-4.0,-21.6,-0.9,28.4,34.6,,9.38,7.296967657820582,6.47,11.59,14.04,8.13,3.1,3.22,2.44,3.54,3.7,2.92,1.08,84156,81476,79341,81858,77301,65679,57296,2365,1735,1488,2399,2464,632,39.6,58.8,76.7,3.8,4.4,4.3,9492,6039,5273,7063,8002,7826,-2429,1964,2553,10508,5674,8378,-5032,-3394,-3128,4289,-5498,-4226,16635,7562,10530,9073,-2968,1095,7335019.2,1.42,4.88,32.55,31.9,105725,586720,-9479010,-10009045,-170347,-67068,7662450,8087166,57554,-517523,1912008,2009273,8.44,-0.52,1.4,2.6,코스피 기계,FICS  기계,건설기계부문 성장속 전반적 실적 악화,"동사는 2005년 4월 사명을 두산인프라코어로 변경하였고 건설중장비, 엔진 등을 생산 판매하는 사업을 영위함. 건설기계와 관련하여  북미와 유럽 등 선진 시장에서는 채널 역량과 제품 경쟁력 강화 및 관리체계 효율화를 통해 지속적인 사업 성장을 추진하고 있음. 엔진 사업에서는 최신 배기규제를 만족하는 친환경 소형 엔진에 대하여 Bobcat으로의 안정적 공급 및 국내외 농기계, 지게차 업체로의 공급 확대를 진행 중임.","2020년 9월 전년동기 대비 연결기준 매출액은 5.2% 감소, 영업이익은 27.1% 감소, 당기순이익은 34.8% 감소. 건설기계를 제외한 사업 전부문에서 매출이 감소함. 전체매출에서 건설기계가 차지하는 비중이 증가하는 추세임. 동사의 '두산 밥캣'은 북미 농경, 조경산업과 관련하여 현재 북미 시장을 중심으로 20개 모델이 시장에 출시. 2019년 미국 조경장비 전문업체로부터 모어(Mower) 사업을 인수해 사업 확대 중."
003690,코리안리,8460,저가,고가,18921,18024,16500,5456,6138,6820,11000,,32.4,30.44,30.69,,5.7,5.49,3.18,,,,,,-23.1,74.0,-18.3,-15.3,-15.5,,,5.78,8.04,4.68,6.22,7.75,,1.17,1.68,0.99,1.35,1.72,,,84471,80515,75585,72081,66845,,,1421,1887,1029,1600,,,,,,,,,,,,,,,,5175,3097,3091,-2345,-590,-2194,-1684,-618,-445,4716,3601,1756,1115,1845,463,353951.06666666665,-0.47,0.48,-2.08,8.6,-9864,38063,87978,-1738715,3789,-156322,-192685,194383,4617,118132,102257,1417421,31.04,0.05,0.07,1.2,코스피 보험,FICS  보험,금융자산 처분이익의 실현,"1963년 설립되어 1969년 거래소에 상장되었으며 보험회사가 인수한 계약의 일부를 다른 보험회사에 인수시키는 국내유일의 전업 재보험회사임. 주요 사업으로는 손해보험 재보험의 출수재 업무, 생명보험 재보험의 출수재 업무, 해외 보험 업무 등을 영위하고 있음. 지속적인 성장과 안정된 영업실적 시현에 따른 이익 축적 및 비상위험준비금 적립 등의 영향으로 국제신용평가기관으로부터 지속적으로 최우수 신용등급인 A를 받고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 7% 증가, 영업이익은 23.2% 감소, 당기순이익은 23.1% 감소. 전통 재보험 중심의 포트폴리오로 코로나19의 영향이 제한적이었으며, 일부 해외수재에서 요구하던 국채 담보가 면제되면서 저리의 자산을 매각하여 투자수익률 상승. 높은 보험손익 변동성을 상쇄할 수 있는 투자이익의 안정성은 이어지고 있으며, 자사주 매입을 통한 주가 관리가 지속되고 있음."
000060,메리츠화재,19000,저가,저가,29519,35372,48642,50802,57152,63503,20444,,35.04,31.54,39.24,,8.77,4.76,3.75,,,,,,72.4,12.8,-39.1,63.4,39.9,15.09,,16.88,12.76,11.55,22.54,15.21,1.65,1.78,1.38,1.22,2.22,1.51,,,91806,80830,71073,64287,60019,4380,,4311,3004,2338,2365,,,,,,,,,,,,,,,,3485,10261,13225,-4121,-13889,-13621,-634,3781,297,2279,3548,3396,-1270,153,-100,600738.7,-2.06,7.04,5.56,26.67,-29858,-648930,-569433,-1895191,106147,271518,149679,813722,-72240,380479,497257,1200890,10.96,0.32,0.41,1.03,코스피 보험,FICS  보험,사업비율의 개선,"1922년 국내 최초로 설립된 손해보험회사로, 메리츠금융그룹 기업집단에 속해있으며 손해보험업 및 이에 관련된 부대사업을 영위하고 있음. 장기 보장성 신계약은 업계 최고 수준의 장기상품 경쟁력을 바탕으로, 지속적으로 업계 상위 수준의 성장율을 나타내고 있음. ‘걱정인형’이라는 캐릭터를 활용한 타사대비 차별화된 광고/홍보 전략으로, 기업이미지 및 인지도를 효과적으로 제고시킴.","2020년 9월 전년동기 대비 연결기준 매출액은 11.7% 증가, 영업이익은 39.5% 증가, 당기순이익은 37.4% 증가. 장기보험 매출은 전년동기대비 16.4% 성장하였으며, 전년동기 대비 일반보험 매출은 7.2%, 자동차보험 매출은 7.1% 증가함. 인보험 신계약 매출 감소에 따라 사업비율이 8.6%p  하락하면서 순이익 개선되었고, 설계사 수수료 규제 등의 효과로 사업비율 개선세 지속될 전망."
047040,대우건설,6460,저가,저가,7307,7924,9158,10089,11351,12612,7915,,,,,,,,,-6.0,-18.4,-9.9,6.0,12.3,53.3,-42.1,46.6,,,14.98,11.93164822016153,11.06,8.8,13.2,12.12,-30.87,4.38,2.97,2.18,3.4,2.75,-7.54,96978,83303,81367,86519,106055,117668,111059,4393,3191,2838,2086,2987,-7358,44.0,64.2,47.8,5.3,2.8,5.7,5224,-3652,-9131,5449,3696,5241,225,7348,14372,4084,-3097,1762,471,2542,-1528,-4190,1076,1675,8065,7568,7059,497,508,1889,6229201.733333333,0.31,-0.15,5.9,6.95,185939,1046314,-761499,-3173807,-163103,638312,2336088,2704774,239,-1646286,-1480994,519818,8.62,-0.54,-0.6,0.15,코스피 건설업,FICS  건설,체질개선을 통한 성장동력 확보 노력,"동사는 도로, 철도 등 사회기반시설을 건설하는 토목사업과 아파트등을 건설하는 주택건축사업, 석유화학시설 및 발전소를 건설하는 플랜트사업을 영위. 세계 최대수심, 최장 및 국내 최초 침매터널 공사인 거가대로, 국내 최장 도로터널인 인제터널을 성공리에 관통시키는 등 첨단 기술력을 입증하며 시장선도. 고부가가치 창출이나 안정적인 수익 발생이 가능한 공종을 추가로 발굴하고, 사업 다각화를 통해 다양한 미래 먹거리를 확보 노력중.","2020년 9월 전년동기 대비 연결기준 매출액은 7.8% 감소, 영업이익은 4.5% 감소, 당기순이익은 8.6% 감소. 코로나 19에 따른 일부 사업장 중단의 영향으로 실적이 다소 부진하였으나 긍정적인 분양성과 등의 영향으로 빠른 회복이 기대됨. 신흥공업국 위주의 지속성장이 예상되고, 이에 따른 인프라시장의 성장세도 지속될 전망으로 국내건설 시장의 정체를 극복할 수 있을 것으로 판단."
009150,삼성전기,195000,고가,고가,88266,96069,111749,109131,122773,136414,261222,,17.54,16.19,11.53,,0.79,0.88,0.97,6.4,-3.6,17.0,13.4,-2.3,11.9,-35.6,275.6,1155.0,-91.9,14.16,12.109557715295463,10.92,10.18,14.5,3.82,0.35,9.37,6.97,6.1,8.35,2.3,0.31,92263,83386,82087,77183,80020,68385,60330,8742,6990,6040,5143,6562,147,6.3,21.2,24.4,17.4,9.5,15.1,9738,4236,4518,14933,15352,15893,5195,11116,11374,15881,10213,15587,-7324,-5170,-6981,-2095,-6195,-2358,14855,8555,10024,6300,-1469,5578,508272.93333333335,1.56,4.56,0.26,-3.23,-94618,-81339,422011,808469,70735,-9393,-356562,-782303,4144,68783,-94670,-49113,34.98,0.07,0.11,0.13,"코스피 전기,전자",FICS  전자 장비 및 기기,원가 상승으로 수익성 악화,"동사의 주요 사업 부문은 수동소자를 생산/판매하는 컴포넌트솔루션 사업부문, 카메라모듈, 통신모듈을 생산/판매하는 모듈솔루션 사업부문, 반도체패키지기판, 경연성인쇄회로기판을 생산/판매하는 기판솔루션 사업부문임. 2020년 3분기 매출액은 컴포넌트 솔루션 부문 42%, 모듈솔루션 부문 39%, 기판솔루션 부문 19% 등으로 구성됨. 컴포넌트솔루션 사업은 수동소자 사업으로서 주요 제품은 MLCC, Inductor 등이 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 2.1% 증가, 영업이익은 5.4% 감소, 당기순이익은 25.2% 감소. 컴포넌트솔루션 사업부문의 MLCC, 카메라 모듈 등의 주요 제품 가격은 하락한 반면, PASTE/POWDER와 카메라모듈용 센서 IC 등 원재료 매입 단가가 오르며 전반적인 원가율이 상승함. 매출원가 상승과 세후중단영업이익의 기저효과로 당기순이익이 상당 폭 감소하였음."
007070,GS리테일,37600,고가,고가,28098,26980,25061,12401,13951,15501,49091,,41.15,43.38,41.5,,2.61,1.91,1.6,-1.6,3.6,5.1,11.7,18.0,5.8,32.5,8.8,-24.0,-3.4,8.27,6.148839227598177,7.49,6.22,5.86,5.88,14.5,2.78,2.17,2.36,2.6,2.35,5.78,93226,88903,88623,90069,86916,82666,74020,1942,1417,1684,1331,1206,2743,97.1,105.0,37.4,3.7,3.3,6.1,2248,-13844,442,8629,8308,4339,6381,22152,3897,8060,8043,3248,-3905,-3011,-3849,-4362,-5074,311,368,577,617,-209,-40,-290,332661.7,-1.7,-2.72,-3.09,7.28,87169,161175,-70096,-1211111,-77566,-170242,-53071,620679,-9598,17089,131056,599518,15.54,0.02,0.06,0.65,코스피 유통업,FICS  도소매,경제난 중 당기순이익의 증가,"전력 및 통신용전선과 케이블 판매를 목적으로 1971년 금성전공(주)라는 사명으로 설립되었으며, 두 차례 상호변경을 거쳐 2005년 GS리테일로 상호를 변경함. 지에스그룹에 속한 계열회사로서, 2020년 반기말 현재 지에스그룹에는 69개의 국내계열회사가 존재. 상장사는 당사를 포함하여 총 7개사가 있음. 동사의 주요 사업은 소매유통업으로 편의점 GS25, 슈퍼마켓 GS수퍼헬스 앤 뷰티 스토어를 운영하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 1% 감소, 영업이익은 20.1% 증가, 당기순이익은 28.4% 증가. 2020년 3분기 누계 매출은 6조 7,014억원으로 전년 동기 대비 -1.0% 감소. 편의점 부문은 2.2% 증가, 수퍼 부문은 -14.0% 감소함. 헬스 앤 뷰티 시장은 꾸준한 성장세이지만, 2020년 코로나19로 인해 외국인 고객이 많은 주요 상권을 중심으로 매출이 다소 부진한 모습을 보임."
004990,롯데지주,33700,고가,고가,47226,39910,29234,999,1124,1249,43250,,-36.06,-21.89,30.93,,2.83,2.82,1.52,2.6,21.8,289.0,-16.9,-0.4,-10.6,77.7,,,-11.6,5.4,0.35997008040890105,-3.03,-5.21,2.8,10.96,2.78,2.18,-1.48,-1.9,0.45,3.83,1.81,108885,97215,90866,88562,72712,18690,22483,3675,231,-1984,-3595,1851,698,40.4,40.7,45.0,1.1,1.0,1.3,-11275,-5318,-11331,7322,7719,4397,18597,13037,15728,3826,6541,-8267,-8198,8478,-22480,6895,-21642,34136,8995,7236,7181,1759,55,-3235,155204.23333333334,0.3,0.15,3.06,-0.44,5143,-11153,84692,464806,11577,45406,55812,-62305,-16662,-36756,-139459,-401802,10.89,-0.03,-0.1,-0.34,코스피 금융업,FICS  도소매,매출 및 영업이익 상승,"동사는 식품 제조, 가공, 판매 및 수입 판매업 등을 영위할 목적으로 1967년 설립되었으며, 2017년 회사분할로 인해 명칭이 변경됨.  주 수입원은 자회사 등으로부터 받는 배당수익, 롯데 브랜드의 권리를 소유하며 사용자로부터 수취하는 상표권 사용수익, 소유건물의 임대를 통한 임대수익이 있음.  주요 자회사들이 영위하는 주요사업으로는 백화점업(롯데쇼핑), 석유화학계 기초 화학물질 제조업(롯데케미칼),식품제조업(롯데제과) 등이 있음. ","2020년 9월 전년동기 대비 연결기준 매출액은 1.6% 증가, 영업이익은 11.3% 증가, 당기순이익은 91.1% 감소. 코로나19로 인한 가정내 체류시간 증가, TV 및 스마트폰 접근시간 증가 등의 영향으로 TV홈쇼핑 및 온라인쇼핑몰은 지속적인 성장세를 어어나감.  전년동기대비 매출은 소폭 증가하였으나, 판관비와 인건비를 절감하며 영업이익 상승으로 이어짐. 영업외요인의 영향으로 순이익은 큰폭으로 감소하였음. "
009830,한화솔루션,48750,고가,고가,30173,29654,28738,21226,23879,26533,66077,,,-13.71,17.63,,,1.05,0.98,-2.8,4.6,-3.2,0.9,15.2,29.4,29.6,-53.2,-2.9,131.2,10.27,7.235499485588032,5.3,-4.02,3.08,14.6,15.23,4.33,1.96,-1.61,1.11,6.08,5.57,108292,95128,91950,94574,90460,93418,92588,6853,4290,3091,-2376,1867,7553,77.9,86.8,71.5,2.9,2.1,2.2,8489,2883,-17537,10422,8077,6372,1932,5194,23910,10695,12061,7267,-427,-11107,-4346,-8868,-426,-696,11998,10845,10241,1153,604,2191,2007370.4666666666,-2.3,2.2,10.05,-3.27,232524,-696464,-1450680,1897044,-57915,818118,1509482,-649123,-183211,-166096,-110126,-1440670,16.99,-0.12,0.11,-1.42,코스피 화학,FICS  화학,원가 하락에 따른 수익성 개선,"동사는 1965년 8월 설립된 한국화성공업을 전신으로 하여 1974년 4월 한양화학지주(주)를 설립하였으며 1974년 6월 한국거래소에 상장됨. 2020년 1월 사명을 변경하였음. 가성소다, PVC, LLDPE 등의 합성수지 및 기타 석유화학제품의 제조 및 판매를 주요 사업으로 영위하고 있음. 경영효율성 제고 및 사업경쟁력 강화를 위해 한화갤러리아를 흡수합병할 예정임.","2020년 9월 전년동기 대비 연결기준 매출액은 5.5% 감소, 영업이익은 28.3% 증가, 당기순이익은 57.1% 증가. 매출액이 감소하였으나 주요 원재료인 에틸렌, 프로필렌 등의 단가가 인하되어 영업이익이 증가하였음. 태양광 부문은 신재생에너지로 급성장하고 있으며, 정부 주도의 그린뉴딜 핵심 분야이기도 함. 이에 따른 태양광 소재 /신기술 연구개발과 외형 성장이 기대됨."
024110,기업은행,9040,저가,저가,31567,30167,27780,9587,10785,11984,10623,,24.28,23.83,23.38,,5.33,5.68,4.91,-8.8,5.0,11.9,3.8,-2.6,-4.6,-7.0,18.2,32.4,2.2,6.27,5.929659489253866,6.44,7.36,8.62,7.98,6.59,0.43,0.46,0.53,0.63,0.57,0.47,86867,84227,86539,94885,90406,80760,77789,15998,14835,15357,16058,17542,11575,,,,,,,,,,,,,,,,-79382,-113516,-103969,-82643,-53482,-40544,158719,164652,161970,38010,42838,44713,-4829,-1875,18268,2388546.8,-0.55,0.11,-0.88,6.86,124052,-802272,-1519266,-8588854,27396,-78306,-309746,-913488,-165016,851964,1645824,9100441,11.79,0.03,0.21,1.27,코스피 은행,FICS  상업은행,순이자마진 하락으로 이익 감소,"1961년 중소기업자에 대한 효율적인 신용제도를 확립함으로써 자주적인 경제활동을 지원하는 것을 주 목적으로 설립된 중소기업대출 특화 전문은행. 50년 넘게 축적된 중기금융 노하우와 정교한 신용평가시스템을 바탕으로 우량 기업 발굴 및 지원하며, 체계적인 리스크 관리 중. 동사의 연결대상 주요종속기업은 IBK자산운용, IBK투자증권, IBK캐피탈 등이 있음. 2020년 총 4회 1조2천7백억 규모의 3자배정 유상증자를 실시하였음.","2020년 9월 전년동기 대비 연결기준 영업이익 14.1% 감소, 당기순이익 13.5% 감소.  3분기 대손충당금 전입액은 전년동기대비 0.6% 증가에 그쳤지만, 은행 대출성장률은 전분기대비 3.2%성장했음에도 순이자마진이 12bp 하락하며, 은행 이자이익은 전년동기대비 -3.2% 감소하면서 순익 감소. 중소기업에 대한 지원과 동사의 경쟁력으로 경쟁사대비 높은 대출증가율을 유지할 수 있겠지만, 순이자마진 방어가 실적 주요 변수임."
316140,우리금융지주,10000,저가,저가,29358,27817,25219,10187,11460,12734,12653,,19.89,27.0,,,3.7,6.03,,-10.0,,,,,-25.7,,,,,7.08,5.534059756393795,5.87,,,,,0.46,0.4,,,,,98782,93020,95239,105768,,,,16618,12758,13073,18722,,,,,,,,,,,,,,,,,,36060,18703,,-14564,-85881,,23672,61710,,99910,63926,,35984,-3553,,2121837.6333333333,-0.5,0.0,-1.48,4.28,-104923,291530,552532,-4710205,222674,-309913,-500042,-21200,-139173,-99978,-569192,3949013,25.56,-0.09,-0.07,0.55,코스피 금융업,FICS  상업은행,대손충당금 부담 벗어난 실적 정상화,"동사는 2019년 1월 설립한 지주회사로 금융업을 영위하거나 밀접한 관련이 있는 종속기업을 지배하는 것이 주 사업목적임. 주요 종속회사들의 사업은 은행업(우리은행), 신용카드업(우리카드), 종합금융업(우리종합금융) 등이 있으며, 2019년 우리자산운용/ABL자산운용(우리글로벌자산운용)을 편입하면서 자산운용업 추가하였음. 10월23일 우리금융 이사회는 웰투시가 보유한 아주캐피탈 지분 74.04%를 5,724억원에 취득하기로 결정.","2020년 9월 전년동기 대비 연결기준 영업이익 22% 감소, 당기순이익 31.5% 감소. 사모펀드 및 코로나 관련 대손충당금으로 부진했던 2분기와는 달리 3분기에는 대손충당금이 전분기대비 58.3% 줄면서 3분기 순이익은 경상 수준으로 회복됨. 3분기 순이자마진은 전분기 대비 1bp 하락했으나 원화대출금이 2.0% 증가하며, 순이자이익은 전분기 대비 0.6% 증가하였으며, 그룹 판관비는 전분기대비  0.2% 증가하였음."
